天文望远镜	no definition
我觉得很冷/热/不舒服	no definition
网上购物/ 网购	no definition
承诺书 	no definition
一代人/ 几代人	no definition
互相帮忙	no definition
因果关系	no definition
获得赞美/ 一个奖🏆	no definition
到底+question word	no definition
高低起伏 	no definition
接受道歉/缺点/ 事实/ 新的想法	no definition
非洲舞	no definition
跟他们关系更好了	no definition
种下了一颗种子	no definition
祖传秘方	no definition
I人/ 内向的人	no definition
时间限制	no definition
养猫	no definition
分开付	no definition
忍着	no definition
人生目标	no definition
容忍（坏的东西）	no definition
省略号（……）	no definition
沈朗天	no definition
己所不欲，勿施于人	no definition
家人们	no definition
对他们很热情	no definition
钱不够	no definition
我们朋友一场，你需要帮忙直接跟我说。	no definition
你缺什么	no definition
开聚会	no definition
我做你的后盾	no definition
舞蹈课	no definition
适应新环境	no definition
试试	no definition
简单来说	no definition
逻辑关系	no definition
剪羊毛	no definition
感到开心/ 难过	no definition
在一段关系里面	no definition
给你看	no definition
一美分	no definition
解释原因	no definition
特色菜	no definition
赔钱 	no definition
是他的损失	no definition
互相吸引	no definition
遗传病	no definition
被刺激到了	no definition
年纪轻轻	no definition
出去逛逛	no definition
咪雅	no definition
很可惜	no definition
一首诗	no definition
土茴香籽 	no definition
无论+question	no definition
不可描述	no definition
逗号（，）	no definition
人生意义	no definition
包括你说的	no definition
E人/ 外向的人	no definition
足够的时间	no definition
我给丽莎介绍了跟我一起唱歌的朋友	no definition
我在说我的一个朋友	no definition
摆拍的照片	no definition
法官判决	no definition
在饮食上	no definition
让人放松	no definition
心理咨询师	no definition
我很羡慕！	no definition
朋友们	no definition
与其...不如...	no definition
很烦	no definition
黄金法则	no definition
购物狂	no definition
依附关系	no definition
批判一个政客	no definition
微信群	no definition
打八折	no definition
找原因	no definition
二代移民	no definition
母女一场	no definition
你与其每天不高兴，还不如做做让你开心的事情。	no definition
亲密关系	no definition
安身立命之本	no definition
图瓦人	no definition
交税	no definition
堕落天使 	no definition
朋友之间	no definition
母子一场	no definition
松鼠🐿️	no definition
发帖子	no definition
纯洁性	no definition
幸福感	no definition
你找对象吗？	no definition
句号（。）	no definition
谁都不用见	no definition
获奖小说	no definition
发生矛盾	no definition
跟他们更熟悉了	no definition
判了一个案子	no definition
学武术	no definition
眼睛亮了	no definition
在生活上	no definition
尝尝	no definition
泛音列	no definition
互相尊重	no definition
一封信	no definition
互相理解	no definition
发邮件	no definition
打疫苗	no definition
变老了	no definition
跟一个朋友说话	no definition
存起来	no definition
在工作上	no definition
不找对象	no definition
缺少睡眠	no definition
泛音唱法	no definition
打广告	no definition
知识渊博	no definition
一下子给他们太多信息	no definition
胡言乱语 	no definition
得去个洗手间	no definition
你搞得我很乱	no definition
周年纪念	no definition
新鲜感	no definition
在内心深处	no definition
跟一位我们共同的朋友约会	no definition
不管穷富	no definition
我同意（你说的话）	no definition
互相喜欢	no definition
发微信	no definition
时间不够	no definition
乱说乱动	no definition
交网费	no definition
神圣性	no definition
天使 	no definition
尊重私人空间	no definition
收到礼物/ 快递	no definition
描写语言学	no definition
她对我工作有很重要的影响	no definition
我们互相体谅	no definition
