"您⠀";"nín";"you (courteous, as opposed to informal 你[nǐ])";"related words";"您 (nín)
This word is a polite form of ""you,"" used to show respect or formality when addressing someone.
你 (nǐ)
This word is the standard, informal form of ""you,"" used in casual or familiar contexts.
您 (nín) is used to show respect or formality when addressing someone, while 你 (nǐ) is the standard, informal form of ""you"" used in casual or familiar contexts.";"您 (you)";"There are no other HSK words in this level (or before) using this character.";"❈ 请您慢慢享用。";"【qǐng nín mànmàn xiǎngyòng.】
Please enjoy your meal.";"❈ 您需要帮助吗？";"【nín xūyào bāngzhù ma?】
I returned the things I borrowed yesterday.";"❈ 我还给你一本书。";"【wǒ huángěi nǐ yī běnshū.】
I'll give you a book back.";"❈ 他答应还我一份礼物。";"【tā dāying hái wǒ yífèn lǐwù.】
He promised to return me a gift."

"最⠀";"zuì";"most; the most; -est (superlative suffix)";"最 (most)";"There are no other HSK words in this level (or before) using this character.";"❈ 这是我最喜欢的一本书。";"【zhè shì wǒ zuì xǐhuan de yī běnshū.】
This is the book I like the most.";"❈ 这是我最喜欢的季节之一。";"【zhè shì wǒ zuì xǐhuan de jìjié zhīyī.】
This is one of my most favorite seasons.";"❈ 她是我们班最聪明的学生。";"【tā shì wǒmen bān zuì cōngming de xuésheng.】
She is the smartest student in our class.";"🐇 蓝曦臣最擅长弹琴。";"【lánxīchén zuì shàncháng tánqín.】
Lan Xichen is the most skilled at playing the qin.";"🐇 魏无羡最喜欢捉弄江澄。";"【wèiwúxiàn zuì xǐhuan zhuōnòng jiāngchéng.】
Wei Wuxian enjoys teasing Jiang Cheng the most.";"♻❈ 最近这里的地震频繁。";"【zuìjìn zhèlǐ de dìzhèn pínfán.】
Earthquakes have been frequent here recently.";"♻❈ 他坐在最后一排的座位上。";"【tā zuòzài zuìhòu yīpái de zuòwèi shàng.】
He sat in the seat at the back row.";"♻🐇 金凌的保姆总是给他做他最喜欢的菜。";"【jīnlíng de bǎomǔ zǒngshì gěi tā zuò tā zuì xǐhuan de cài.】
Jin Ling's nanny always cooks his favorite dishes for him.";"♻❈ 儿童的笑声是世界上最美的声音。";"【értóng de xiàoshēng shì shìjiè shàng zuìměi de shēngyīn.】
The laughter of children is the most beautiful sound in the world.";"♻❈ 儿童的安全是最重要的。";"【értóng de ānquán shì zuì zhòngyào de.】
The safety of children is the most important.";"♻❈ 他是我最好的朋友。";"【tā shì wǒ zuìhǎo de péngyou.】
He is my best friend.";"♻❈ 海洋是地球上最神秘的地方之一。";"【hǎiyáng shì dìqiú shàng zuì shénmì de dìfāng zhīyī.】
The ocean is one of the most mysterious places on earth."

"真⠀";"zhēn";"really; truly; indeed; real; true; genuine";"真 (really)";"There are no other HSK words in this level (or before) using this character.";"❈ 她是一个真诚的朋友。";"【tā shì yīgè zhēnchéng de péngyou.】
She is a genuine friend.";"❈ 这是真的黄金。";"【zhèshì zhēnde huángjīn.】
This is real gold.";"❈ 这个故事是真的吗？";"【zhège gùshi shì zhēnde ma?】
Is this story true?";"🐇 蓝曦臣的音乐是真诚的。";"【lánxīchén de yīnyuè shì zhēnchéng de.】
Lan Xichen's music is genuine.";"🐇 金凌的感情是真诚的。";"【jīnlíng de gǎnqíng shì zhēnchéng de.】
Jin Ling's feelings are genuine.";"♻🐇 犹太人的传统文化在修真界中也有一定的影响。";"【yóutàirén de chuántǒng wénhuà zài xiūzhēnjiè zhōng yě yǒu yīdìng de yǐngxiǎng.】
The traditional culture of the Jews also has a certain influence in the cultivation world.";"♻❈ 这幅画真漂亮！";"【zhèfú huà zhēn piàoliang!】
This painting is really beautiful!";"♻🐇 蓝曦臣频繁地参加各种修真界的活动。";"【lánxīchén pínfán dì cānjiā gèzhǒng xiūzhēnjiè de huódòng.】
Lan Xichen frequently participates in various cultivation world activities.";"♻🐇 蓝曦臣期盼着修真界的团圆和平。";"【lánxīchén qīpàn zhe xiūzhēnjiè de tuányuán hépíng.】
Lan Xichen looks forward to the reunion and peace of the cultivation world.";"♻🐇 蓝曦臣总结了一份修真界的摘要，发表在报刊上。";"【lánxīchén zǒngjié le yífèn xiūzhēnjiè de zhāiyào, fābiǎo zài bàokān shàng.】
Lan Xichen summarized an abstract of the cultivation world, published in the newspaper.";"♻🐇 魏无羡的动机并不是为了报复，而是为了还原真相。";"【wèiwúxiàn de dòngjī bìng bùshì wèile bàofù, érshì wèile huányuán zhēnxiàng.】
Wei Wuxian's motive is not for revenge, but to restore the truth.";"♻❈ 对于真理，我们永远不能停止探索。";"【duìyú zhēnlǐ, wǒmen yǒngyuǎn bùnéng tíngzhǐ tànsuǒ.】
We can never stop exploring the truth."

"正在⠀";"zhèngzài";"just at (that time); right in (that place); right in the middle of (doing sth)";"正 (straight)";"There are no other HSK words in this level (or before) using this character.";"在 (exist)";"Other words using this character: 在 (zài; exist); 现在 (xiànzài; now)";"❈ 他正在做晚饭。";"【tā zhèngzài zuò wǎnfàn.】
He is cooking dinner right now.";"❈ 他们正在进行会议。";"【tāmen zhèngzài jìnxíng huìyì.】
They are having a meeting right now.";"❈ 我正在找我的钥匙。";"【wǒ zhèngzài zhǎo wǒ de yàoshi.】
I am looking for my keys right now.";"🐇 江澄正在提刀赶来的路上。";"【jiāngchéng zhèngzài tídāo gǎnlái de lùshang.】
Jiang Cheng is carrying a broadsword on his way to this place.";"🐇 蓝忘机正在提刀赶来的路上。";"【lánwàngjī zhèngzài tídāo gǎnlái de lùshang.】
Lan Wangji is carrying a broadsword on his way to this place.";"🐇 蓝湛正在修复忘羡剑。";"【lánzhàn zhèngzài xiūfù wàngxiànjiàn.】
Lan Zhan is currently repairing the Suibian sword.";"🐇 江澄正在处理莲花坞的事务。";"【jiāngchéng zhèngzài chǔlǐ liánhuā wù de shìwù.】
Jiang Cheng is dealing with the affairs of Lotus Pier.";"♻🐇 魏无羡在田间看到一群蚂蚁正在搬运食物。";"【wèiwúxiàn zài tiánjiān kàndào yīqún mǎyǐ zhèngzài bānyùn shíwù.】
Wei Wuxian saw a group of ants carrying food in the field.";"♻❈ 这个国家的经济正在发展。";"【zhège guójiā de jīngjì zhèngzài fāzhǎn.】
The economy of this country is developing.";"♻❈ 医生正在给患者做手术。";"【yīshēng zhèngzài gěi huànzhě zuòshǒushù.】
The doctor is performing surgery on the patient.";"♻❈ 她的身份证丢了，正在办理补办手续。";"【tā de shēnfènzhèng diū le, zhèngzài bànlǐ bǔbàn shǒuxù.】
Her ID card is lost, and she is applying for a replacement."

"已经⠀";"yǐjīng";"already";"已 (already)";"There are no other HSK words in this level (or before) using this character.";"经 (classics)";"There are no other HSK words in this level (or before) using this character.";"❈ 他已经完成了作业。";"【tā yǐjīng wánchéng le zuòyè.】
He has already finished his homework.";"❈ 我已经告诉过你很多次了。";"【wǒ yǐjīng gàosu guò nǐ hěn duōcì le.】
I have already told you many times.";"❈ 她已经离开了公司。";"【tā yǐjīng líkāi le gōngsī.】
She has already left the company.";"🐇 蓝忘机已经准备好了晚饭。";"【lánwàngjī yǐjīng zhǔnbèi hǎo le wǎnfàn.】
Lan Wangji has already prepared dinner.";"🐇 魏无羡已经回到云深不知处了。";"【wèiwúxiàn yǐjīng huídào yúnshēn bùzhī chù le.】
Wei Wuxian has already returned to the Cloud Recesses.";"♻❈ 这个骗子已经被警察抓住了。";"【zhège piànzi yǐjīng bèi jǐngchá zhuāzhù le.】
The swindler has been caught by the police.";"♻❈ 这个座位已经被别人占了。";"【zhège zuòwèi yǐjīng bèi biéren zhàn le.】
This seat has been taken by someone else.";"♻❈ 这个座位已经被人占了。";"【zhège zuòwèi yǐjīng bèi rén zhàn le.】
This seat has already been taken.";"♻🐇 蓝曦臣把手拧紧，却发现门锁已经生锈了。";"【lánxīchén bǎshǒu níngjǐn, què fāxiàn ménsuǒ yǐjīng shēngxiù le.】
Lan Xichen gripped the handle tightly, only to find the lock had rusted.";"♻❈ 他已经来到了机场。";"【tā yǐjīng láidào le jīchǎng.】
He has arrived at the airport.";"♻❈ 她来到这个城市已经两年了。";"【tā láidào zhège chéngshì yǐjīng liǎngnián le.】
She has been in this city for two years."

"一起⠀";"yìqǐ";"in the same place; together; with; altogether (in total)";"一 (one)";"Other words using this character: 一 (yī; one); 一点儿 (yīdiǎnr; a little); 第一 (dìyī; first); 一下 (yīxià; give it a go)";"起 (rise)";"Other words using this character: 对不起 (duìbùqǐ; sorry); 起床 (qǐchuáng; get up)";"❈ 他们一起学习中文。";"【tāmen yīqǐ xuéxí zhōngwén.】
They study Chinese together.";"❈ 我们一起去吃饭吧。";"【wǒmen yīqǐ qù chīfàn bā.】
Let's go eat together.";"❈ 这些书一起多少钱？";"【zhèxiē shū yīqǐ duōshǎo qián?】
How much are these books altogether?";"🐇 蓝忘机和蓝曦臣一起在云深不知处度过了无数美好的时光。";"【lánwàngjī hé lánxīchén yīqǐ zài yúnshēn bùzhī chù dùguò le wúshù měihǎo de shíguāng.】
Lan Wangji and Lan Xichen have spent countless wonderful times together in the Cloud Recesses.";"🐇 蓝启仁和蓝曦臣一起研究古籍，共同探讨其中的奥秘。";"【lánqǐ rénhé lánxīchén yīqǐ yánjiū gǔjí, gòngtóng tàntǎo qízhōng de àomì.】
Lan Qiren and Lan Xichen study ancient texts together, jointly exploring their mysteries.";"♻❈ 他们挨着一起走。";"【tāmen āizhe yīqǐ zǒu.】
They walk together.";"♻🐇 魏无羡和江澄常常在一起赌酒，谁输了就要喝一杯。";"【wèiwúxiàn hé jiāngchéng chángcháng zài yīqǐ dǔjiǔ, shéi shū le jiùyào hēyībēi.】
Wei Wuxian and Jiang Cheng often gamble on drinking, and the loser has to drink a cup.";"♻❈ 我们一起去观看电影吧。";"【wǒmen yīqǐ qù guānkàn diànyǐngbā.】
Let's go watch a movie together.";"♻❈ 我们一起去电影院观看电影吧。";"【wǒmen yīqǐ qù diànyǐngyuàn guānkàn diànyǐngbā.】
Let's go to the cinema together to watch a movie.";"♻🐇 蓝忘机和魏无羡一起观看了一场戏剧表演。";"【lánwàngjī hé wèiwúxiàn yīqǐ guānkàn le yīcháng xìjù biǎoyǎn.】
Lan Wangji and Wei Wuxian watched a drama performance together.";"♻❈ 这两个部分合在一起。";"【zhè liǎnggè bùfen hézàiyīqǐ.】
These two parts are put together.";"♻❈ 他们一起合作解决了这个难题。";"【tāmen yīqǐ hézuò jiějué le zhège nántí.】
They worked together to solve this difficult problem."

"再⠀";"zài";"again; once more; re-; second; another; then (after sth, and not until then); no matter how ... (followed by an adjective or verb, and then (usually) 也[yě] or 都[dōu] for emphasis)";"再 (again)";"Other words using this character: 再见 (zàijiàn; goodbye)";"🐇 江澄再也不愿意听魏无羡的解释。";"【jiāngchéng zàiyě bù yuànyì tīng wèiwúxiàn de jiěshì.】
Jiang Cheng no longer wants to listen to Wei Wuxian's explanations.";"🐇 蓝曦臣再三嘱咐蓝忘机要好好照顾自己。";"【lánxīchén zàisān zhǔfù lánwàng jīyào hǎohǎo zhàogu zìjǐ.】
Lan Xichen repeatedly urged Lan Wangji to take good care of himself.";"♻🐇 温情识破了魏无羡的骗子伎俩，不再上当。";"【wēnqíng shípò le wèiwúxiàn de piànzi jìliǎng, bùzài shàngdàng.】
Wen Qing saw through Wei Wuxian's cheating tricks and didn't fall for them anymore.";"♻❈ 这个问题不再是难题了。";"【zhège wèntí bùzài shì nántí le.】
This problem is no longer difficult.";"♻❈ 我不再相信他的话了。";"【wǒ bùzài xiāngxìn tā dehuà le.】
I no longer believe what he says.";"♻❈ 他不再是以前的他了。";"【tā bùzài shì yǐqián de tā le.】
He is no longer the same as before.";"♻❈ 这个问题不再存在。";"【zhège wèntí bùzài cúnzài.】
This problem no longer exists.";"♻❈ 我不再相信他了。";"【wǒ bùzài xiāngxìn tā le.】
I no longer believe him.";"♻🐇 魏无羡不再逃避自己的过去，勇敢面对一切。";"【wèiwúxiàn bùzài táobì zìjǐ de guòqu, yǒnggǎn miànduì yīqiè.】
Wei Wuxian no longer avoids his past and bravely faces everything.";"♻🐇 金凌不再害怕黑暗，因为他知道自己有家人的支持。";"【jīnlíng bùzài hàipà hēiàn, yīnwèi tā zhīdào zìjǐ yǒu jiārén de zhīchí.】
Jin Ling is no longer afraid of the dark because he knows he has the support of his family.";"♻🐇 江澄的心中充满了悲哀，他不愿再失去任何亲人。";"【jiāngchéng de xīnzhōng chōngmǎn le bēiāi, tā bùyuàn zài shīqù rènhé qīnrén.】
Jiang Cheng's heart is filled with sorrow; he doesn't want to lose any more loved ones."

"就⠀";"jiǜ";"(after a suppositional clause) in that case; then; (after a clause of action) as soon as; immediately after; (same as 就是[jiù shi4]) merely; nothing else but; simply; just; precisely; exactly; only; as little as; as much as; as many as; to approach; to move towards; to undertake; to engage in; (often followed by 着[zhe]) taking advantage of; (of food) to go with; with regard to; concerning; (pattern: 就[jiù] ... 也[yě] ...) even if ... still ...; (pattern: 不[bù] ... 就[jiù] ...) if not ... then must be ...";"就 (just)";"There are no other HSK words in this level (or before) using this character.";"🐇 魏无羡一听到蓝忘机的名字，就心情大好。";"【wèiwúxiàn yī tīngdào lánwàngjī de míngzì, jiù xīnqíng dàhǎo.】
As soon as Wei Wuxian heard Lan Wangji's name, he felt very happy.";"🐇 蓝曦臣就是蓝忘机的哥哥。";"【lánxīchén jiùshì lánwàngjī de gēge.】
Lan Xichen is the older brother of Lan Wangji.";"♻❈ 好的，我们现在就出发。";"【hǎo de, wǒmen xiànzài jiù chūfā.】
OK, we'll set off now.";"♻❈ 假如天气好，我们就去爬山。";"【jiǎrú tiānqì hǎo, wǒmen jiù qù páshān.】
If the weather is good, we'll go mountain climbing.";"♻❈ 假如你不来，我就一个人去。";"【jiǎrú nǐ bùlái, wǒ jiù yīgè rénqù.】
If you don't come, I'll go alone.";"♻❈ 假如他不同意，我们就不去。";"【jiǎrú tā bù tóngyì, wǒmen jiù bù qù.】
If he doesn't agree, we won't go.";"♻❈ 假如他来了，我们就开始。";"【jiǎrú tālái le, wǒmen jiù kāishǐ.】
If he comes, we'll start.";"♻❈ 假如明天下雨，我们就不去了。";"【jiǎrú míngtiān xiàyǔ, wǒmen jiù bù qù le.】
If it rains tomorrow, we won't go."

"因为……所以……⠀";"yīnwèi…suǒyǐ…";"because…so…";"因 (cause)";"There are no other HSK words in this level (or before) using this character.";"为 (as)";"Other words using this character: 为什么 (wèishénme; why)";"…";"There are no other HSK words in this level (or before) using this character.";"…";"There are no other HSK words in this level (or before) using this character.";"所 (place)";"There are no other HSK words in this level (or before) using this character.";"以 (to use)";"Other words using this character: 可以 (kěyǐ; can)";"…";"There are no other HSK words in this level (or before) using this character.";"…";"There are no other HSK words in this level (or before) using this character."

"虽然……但是……⠀";"suīrán…dànshì…";"although… but…";"虽 (although)";"There are no other HSK words in this level (or before) using this character.";"然 (correct)";"There are no other HSK words in this level (or before) using this character.";"…";"There are no other HSK words in this level (or before) using this character.";"…";"There are no other HSK words in this level (or before) using this character.";"但 (but)";"There are no other HSK words in this level (or before) using this character.";"是 (to be)";"Other words using this character: 是 (shì; to be)";"…";"There are no other HSK words in this level (or before) using this character.";"…";"There are no other HSK words in this level (or before) using this character."
