"您⠀";"nín";"you (courteous, as opposed to informal 你[nǐ])";"related words";"您 (nín)
This word is a polite form of ""you,"" used to show respect or formality when addressing someone.
你 (nǐ)
This word is the standard, informal form of ""you,"" used in casual or familiar contexts.
您 (nín) is used to show respect or formality when addressing someone, while 你 (nǐ) is the standard, informal form of ""you"" used in casual or familiar contexts.";"您 (you)";"There are no other HSK words in this level (or before) using this character.";"❈ 请您慢慢享用。";"【qǐng nín mànmàn xiǎngyòng.】
Please enjoy your meal.";"❈ 您需要帮助吗？";"【nín xūyào bāngzhù ma?】
He returned my book.";"❈ 我还了昨天借的东西。";"【wǒ hái le zuótiān jiè de dōngxi.】
I returned the things I borrowed yesterday.";"❈ 他答应还我一份礼物。";"【tā dāying hái wǒ yífèn lǐwù.】
He promised to return me a gift.";"❈ 我还给你一本书。";"【wǒ huángěi nǐ yī běnshū.】
I'll give you a book back."

"最⠀";"zuì";"most; the most; -est (superlative suffix)";"最 (most)";"There are no other HSK words in this level (or before) using this character.";"❈ 这是我最喜欢的季节之一。";"【zhè shì wǒ zuì xǐhuan de jìjié zhīyī.】
This is one of my most favorite seasons.";"❈ 这是我最喜欢的一本书。";"【zhè shì wǒ zuì xǐhuan de yī běnshū.】
This is the book I like the most.";"❈ 她是我们班最聪明的学生。";"【tā shì wǒmen bān zuì cōngming de xuésheng.】
She is the smartest student in our class.";"🐇 金凌最不喜欢别人碰他的玩具。";"【jīnlíng zuì bù xǐhuan biéren pèng tā de wánjù.】
Jin Ling dislikes others touching his toys the most.";"🐇 蓝忘机是最温柔的哥哥。";"【lánwàngjī shì zuì wēnróu de gēge.】
Lan Wangji is the gentlest older brother.";"♻🐇 温情和魏无羡合力对付敌人，最终取得了胜利。";"【wēnqíng hé wèiwúxiàn hélì duìfu dírén, zuìzhōng qǔdé le shènglì.】
Wen Qing and Wei Wuxian teamed up to deal with the enemy, ultimately achieving victory.";"♻❈ 最近这里的地震频繁。";"【zuìjìn zhèlǐ de dìzhèn pínfán.】
Earthquakes have been frequent here recently.";"♻❈ 他坐在最后一排的座位上。";"【tā zuòzài zuìhòu yīpái de zuòwèi shàng.】
He sat in the seat at the back row.";"♻🐇 魏无羡喜欢吃三文鱼，认为它是最美味的鱼类之一。";"【wèiwúxiàn xǐhuan chī sānwényú, rènwéi tā shì zuì měiwèi de yúlèi zhīyī.】
Wei Wuxian likes to eat salmon, considering it one of the most delicious fish.";"♻🐇 蓝曦臣领导了一次关键的战役，最终取得了胜利。";"【lánxīchén lǐngdǎo le yīcì guānjiàn de zhànyì, zuìzhōng qǔdé le shènglì.】
Lan Xichen led a crucial military campaign and ultimately achieved victory.";"♻🐇 金凌小时候最喜欢的玩具是他舅舅送的小狗。";"【jīnlíng xiǎoshíhou zuì xǐhuan de wánjù shì tā jiùjiu sòng de xiǎogǒu.】
Jin Ling's favorite toy in his childhood was the puppy his uncle gave him.";"♻🐇 金凌的保姆总是给他做他最喜欢的菜。";"【jīnlíng de bǎomǔ zǒngshì gěi tā zuò tā zuì xǐhuan de cài.】
Jin Ling's nanny always cooks his favorite dishes for him."

"真⠀";"zhēn";"really; truly; indeed; real; true; genuine";"真 (really)";"There are no other HSK words in this level (or before) using this character.";"❈ 这个故事是真的吗？";"【zhège gùshi shì zhēnde ma?】
Is this story true?";"❈ 她是一个真诚的朋友。";"【tā shì yīgè zhēnchéng de péngyou.】
She is a genuine friend.";"❈ 这是真的黄金。";"【zhèshì zhēnde huángjīn.】
This is real gold.";"🐇 金凌的道歉是真诚的。";"【jīnlíng de dàoqiàn shì zhēnchéng de.】
Jin Ling's apology is sincere.";"🐇 金凌的感情是真诚的。";"【jīnlíng de gǎnqíng shì zhēnchéng de.】
Jin Ling's feelings are genuine.";"♻❈ 这幅画真漂亮！";"【zhèfú huà zhēn piàoliang!】
This painting is really beautiful!";"♻🐇 金光瑶梦想成为国王，统治整个修真界。";"【jīnguāng yáo mèngxiǎng chéngwéi guówáng, tǒngzhì zhěnggè xiūzhēnjiè.】
Jin Guangyao dreams of becoming a king, ruling the entire cultivation world.";"♻🐇 绝大多数人都对蓝曦臣的修真境界赞叹不已。";"【juédàduōshù rén dōu duì lánxīchén de xiūzhēn jìngjiè zàntànbùyǐ.】
The vast majority of people are full of praise for Lan Xichen's cultivation level.";"♻🐇 蓝曦臣频繁地参加各种修真界的活动。";"【lánxīchén pínfán dì cānjiā gèzhǒng xiūzhēnjiè de huódòng.】
Lan Xichen frequently participates in various cultivation world activities.";"♻🐇 魏无羡的摘要成为了修真界的研究热点。";"【wèiwúxiàn de zhāiyào chéngwéi le xiūzhēnjiè de yánjiū rèdiǎn.】
Wei Wuxian's abstract became a research hotspot in the cultivation world.";"♻🐇 蓝忘机不擅长聊天，但是他很认真地倾听。";"【lánwàngjī bù shàncháng liáotiān, dànshì tā hěn rènzhēn dì qīngtīng.】
Lan Wangji is not good at chatting, but he listens very attentively.";"♻🐇 蓝忘机发起了一次号召，希望大家一起为修真界做出贡献。";"【lánwàngjī fāqǐ le yīcì hàozhào, xīwàng dàjiā yīqǐ wéi xiūzhēnjiè zuòchū gòngxiàn.】
Lan Wangji made an appeal, hoping that everyone would contribute to the cultivation world."

"正在⠀";"zhèngzài";"just at (that time); right in (that place); right in the middle of (doing sth)";"正 (straight)";"There are no other HSK words in this level (or before) using this character.";"在 (exist)";"Other words using this character: 在 (zài; exist); 现在 (xiànzài; now)";"❈ 我正在找我的钥匙。";"【wǒ zhèngzài zhǎo wǒ de yàoshi.】
I am looking for my keys right now.";"❈ 他正在做晚饭。";"【tā zhèngzài zuò wǎnfàn.】
He is cooking dinner right now.";"❈ 他们正在进行会议。";"【tāmen zhèngzài jìnxíng huìyì.】
They are having a meeting right now.";"🐇 蓝湛正在修复忘羡剑。";"【lánzhàn zhèngzài xiūfù wàngxiànjiàn.】
Lan Zhan is currently repairing the Suibian sword.";"🐇 江澄正在处理莲花坞的事务。";"【jiāngchéng zhèngzài chǔlǐ liánhuā wù de shìwù.】
Jiang Cheng is dealing with the affairs of Lotus Pier.";"♻❈ 这个国家的经济正在发展。";"【zhège guójiā de jīngjì zhèngzài fāzhǎn.】
The economy of this country is developing.";"♻❈ 医生正在给患者做手术。";"【yīshēng zhèngzài gěi huànzhě zuòshǒushù.】
The doctor is performing surgery on the patient.";"♻❈ 她的身份证丢了，正在办理补办手续。";"【tā de shēnfènzhèng diū le, zhèngzài bànlǐ bǔbàn shǒuxù.】
Her ID card is lost, and she is applying for a replacement.";"♻❈ 他正在处理一些公务。";"【tā zhèngzài chǔlǐ yīxiē gōngwù.】
He is dealing with some official business.";"♻❈ 她正在学习日语。";"【tā zhèngzài xuéxí rìyǔ.】
She is learning Japanese."

"已经⠀";"yǐjīng";"already";"已 (already)";"There are no other HSK words in this level (or before) using this character.";"经 (classics)";"There are no other HSK words in this level (or before) using this character.";"❈ 我已经告诉过你很多次了。";"【wǒ yǐjīng gàosu guò nǐ hěn duōcì le.】
I have already told you many times.";"❈ 他已经完成了作业。";"【tā yǐjīng wánchéng le zuòyè.】
He has already finished his homework.";"❈ 她已经离开了公司。";"【tā yǐjīng líkāi le gōngsī.】
She has already left the company.";"🐇 魏无羡已经回到云深不知处了。";"【wèiwúxiàn yǐjīng huídào yúnshēn bùzhī chù le.】
Wei Wuxian has already returned to the Cloud Recesses.";"🐇 温情已经原谅了魏无羡。";"【wēnqíng yǐjīng yuánliàng le wèiwúxiàn.】
Wen Qing has already forgiven Wei Wuxian.";"♻❈ 这个骗子已经被警察抓住了。";"【zhège piànzi yǐjīng bèi jǐngchá zhuāzhù le.】
The swindler has been caught by the police.";"♻❈ 这个座位已经被别人占了。";"【zhège zuòwèi yǐjīng bèi biéren zhàn le.】
This seat has been taken by someone else.";"♻❈ 这个座位已经被人占了。";"【zhège zuòwèi yǐjīng bèi rén zhàn le.】
This seat has already been taken.";"♻🐇 蓝曦臣把手拧紧，却发现门锁已经生锈了。";"【lánxīchén bǎshǒu níngjǐn, què fāxiàn ménsuǒ yǐjīng shēngxiù le.】
Lan Xichen gripped the handle tightly, only to find the lock had rusted.";"♻❈ 他已经来到了机场。";"【tā yǐjīng láidào le jīchǎng.】
He has arrived at the airport.";"♻❈ 她来到这个城市已经两年了。";"【tā láidào zhège chéngshì yǐjīng liǎngnián le.】
She has been in this city for two years."

"一起⠀";"yìqǐ";"in the same place; together; with; altogether (in total)";"一 (one)";"Other words using this character: 第一 (dìyī; first); 一下 (yīxià; give it a go); 一 (yī; one); 一点儿 (yīdiǎnr; a little)";"起 (rise)";"Other words using this character: 起床 (qǐchuáng; get up); 对不起 (duìbùqǐ; sorry)";"❈ 他们一起学习中文。";"【tāmen yīqǐ xuéxí zhōngwén.】
They study Chinese together.";"❈ 这些书一起多少钱？";"【zhèxiē shū yīqǐ duōshǎo qián?】
How much are these books altogether?";"❈ 我们一起去吃饭吧。";"【wǒmen yīqǐ qù chīfàn bā.】
Let's go eat together.";"🐇 蓝启仁和蓝曦臣一起研究古籍，共同探讨其中的奥秘。";"【lánqǐ rénhé lánxīchén yīqǐ yánjiū gǔjí, gòngtóng tàntǎo qízhōng de àomì.】
Lan Qiren and Lan Xichen study ancient texts together, jointly exploring their mysteries.";"🐇 金凌和魏无羡一起度过了一段难忘的时光，成为了朋友。";"【jīnlíng hé wèiwúxiàn yīqǐ dùguò le yīduàn nánwàng de shíguāng, chéngwéi le péngyou.】
Jin Ling and Wei Wuxian spent an unforgettable time together and became friends.";"♻❈ 他们挨着一起走。";"【tāmen āizhe yīqǐ zǒu.】
They walk together.";"♻🐇 蓝忘机的住处挨着蓝曦臣的，他们经常一起喝茶聊天。";"【lánwàngjī de zhùchù āizhe lánxīchén de, tāmen jīngcháng yīqǐ hēchá liáotiān.】
Lan Wangji's residence is next to Lan Xichen's, and they often have tea and chat together.";"♻🐇 江澄煮了一大锅燕麦粥，邀请大家一起吃早餐。";"【jiāngchéng zhǔ le yī dàguō yànmàizhōu, yāoqǐng dàjiā yīqǐ chī zǎocān.】
Jiang Cheng cooked a big pot of oatmeal, inviting everyone to have breakfast together.";"♻🐇 魏无羡和江澄常常在一起赌酒，谁输了就要喝一杯。";"【wèiwúxiàn hé jiāngchéng chángcháng zài yīqǐ dǔjiǔ, shéi shū le jiùyào hēyībēi.】
Wei Wuxian and Jiang Cheng often gamble on drinking, and the loser has to drink a cup.";"♻❈ 我们一起去观看电影吧。";"【wǒmen yīqǐ qù guānkàn diànyǐngbā.】
Let's go watch a movie together.";"♻❈ 我们一起去电影院观看电影吧。";"【wǒmen yīqǐ qù diànyǐngyuàn guānkàn diànyǐngbā.】
Let's go to the cinema together to watch a movie.";"♻🐇 江澄邀请蓝曦臣一起去观看武术比赛，分享武术的魅力。";"【jiāngchéng yāoqǐng lánxīchén yīqǐ qù guānkàn wǔshùbǐsài, fēnxiǎng wǔshù de mèilì.】
Jiang Cheng invited Lan Xichen to go and watch a martial arts competition together, sharing the charm of martial arts."

"再⠀";"zài";"again; once more; re-; second; another; then (after sth, and not until then); no matter how ... (followed by an adjective or verb, and then (usually) 也[yě] or 都[dōu] for emphasis)";"再 (again)";"Other words using this character: 再见 (zàijiàn; goodbye)";"🐇 江澄再也不愿意听魏无羡的解释。";"【jiāngchéng zàiyě bù yuànyì tīng wèiwúxiàn de jiěshì.】
Jiang Cheng no longer wants to listen to Wei Wuxian's explanations.";"🐇 蓝曦臣再三嘱咐蓝忘机要好好照顾自己。";"【lánxīchén zàisān zhǔfù lánwàng jīyào hǎohǎo zhàogu zìjǐ.】
Lan Xichen repeatedly urged Lan Wangji to take good care of himself.";"♻❈ 他不再是以前的他了。";"【tā bùzài shì yǐqián de tā le.】
He is no longer the same as before.";"♻❈ 这个问题不再是难题了。";"【zhège wèntí bùzài shì nántí le.】
This problem is no longer difficult.";"♻❈ 我不再相信他的话了。";"【wǒ bùzài xiāngxìn tā dehuà le.】
I no longer believe what he says.";"♻❈ 我不再相信他了。";"【wǒ bùzài xiāngxìn tā le.】
I no longer believe him.";"♻❈ 这个问题不再存在。";"【zhège wèntí bùzài cúnzài.】
This problem no longer exists.";"♻🐇 魏无羡不再逃避自己的过去，勇敢面对一切。";"【wèiwúxiàn bùzài táobì zìjǐ de guòqu, yǒnggǎn miànduì yīqiè.】
Wei Wuxian no longer avoids his past and bravely faces everything.";"♻🐇 蓝曦臣不再沉浸在悲伤中，而是选择积极面对生活。";"【lánxīchén bùzài chénjìn zài bēishāng zhōng, érshì xuǎnzé jījí miànduì shēnghuó.】
Lan Xichen is no longer immersed in sadness, but chooses to face life positively.";"♻❈ 你别再弄脏衣服了。";"【nǐbié zài nòngzāng yīfú le.】
Don't dirty the clothes again."

"就⠀";"jiǜ";"(after a suppositional clause) in that case; then; (after a clause of action) as soon as; immediately after; (same as 就是[jiù shi4]) merely; nothing else but; simply; just; precisely; exactly; only; as little as; as much as; as many as; to approach; to move towards; to undertake; to engage in; (often followed by 着[zhe]) taking advantage of; (of food) to go with; with regard to; concerning; (pattern: 就[jiù] ... 也[yě] ...) even if ... still ...; (pattern: 不[bù] ... 就[jiù] ...) if not ... then must be ...";"就 (just)";"There are no other HSK words in this level (or before) using this character.";"🐇 蓝曦臣就是蓝忘机的哥哥。";"【lánxīchén jiùshì lánwàngjī de gēge.】
Lan Xichen is the older brother of Lan Wangji.";"🐇 江澄就是蓝忘机的好朋友。";"【jiāngchéng jiùshì lánwàngjī de hǎo péngyou.】
Jiang Cheng is just a good friend of Lan Wangji.";"♻❈ 好的，我们现在就出发。";"【hǎo de, wǒmen xiànzài jiù chūfā.】
OK, we'll set off now.";"♻❈ 假如他不同意，我们就不去。";"【jiǎrú tā bù tóngyì, wǒmen jiù bù qù.】
If he doesn't agree, we won't go.";"♻❈ 假如天气好，我们就去爬山。";"【jiǎrú tiānqì hǎo, wǒmen jiù qù páshān.】
If the weather is good, we'll go mountain climbing.";"♻❈ 假如你不来，我就一个人去。";"【jiǎrú nǐ bùlái, wǒ jiù yīgè rénqù.】
If you don't come, I'll go alone.";"♻❈ 假如他来了，我们就开始。";"【jiǎrú tālái le, wǒmen jiù kāishǐ.】
If he comes, we'll start.";"♻❈ 假如你不喜欢，我就不做了。";"【jiǎrú nǐ bù xǐhuan, wǒ jiù bù zuò le.】
If you don't like it, I won't do it."

"因为……所以……⠀";"yīnwèi…suǒyǐ…";"because…so…";"因 (cause)";"There are no other HSK words in this level (or before) using this character.";"为 (as)";"Other words using this character: 为什么 (wèishénme; why)";"…";"There are no other HSK words in this level (or before) using this character.";"…";"There are no other HSK words in this level (or before) using this character.";"所 (place)";"There are no other HSK words in this level (or before) using this character.";"以 (to use)";"Other words using this character: 可以 (kěyǐ; can)";"…";"There are no other HSK words in this level (or before) using this character.";"…";"There are no other HSK words in this level (or before) using this character."
